gene	logFC	logCPM	PValue	FDR
305	IGKV3D-20	4.3671790656108	-0.0822665618056944	3.21924550892799e-05	0.0012162982210896
306	IGHG4	7.05569907564816	4.86114880636527	3.36665524443241e-05	0.00126820700680896
307	SPNS2	-2.80279477721773	1.60765513849062	3.45830775485169e-05	0.00129886650602842
308	IL15RA	2.21555186827422	1.68624376303411	3.5060159733948e-05	0.00131288888092479
309	LDHA	-3.11150465590592	10.1677448847362	3.52962034683938e-05	0.001317829048081
310	MYL6B	-1.69701907248936	3.82819941483128	3.61327136432495e-05	0.00134509340171356
311	IFITM10	-2.71375410362844	0.0843676463907829	3.63609926120164e-05	0.00134962194571933
312	ZNF233	-1.52228462875546	2.83748074142425	3.68670674359444e-05	0.00136440489045833
313	KRTAP5-2	2.67960443964204	-0.222584655471176	3.7273202877176e-05	0.00137541378663678
314	JARID2	-1.16489452409244	5.89602011555435	3.74727469387896e-05	0.0013787574360589
315	ENO1	-2.85676079300701	11.0769864932182	3.93873386054652e-05	0.00144082527378432
316	NPR3	-3.69142828317958	3.50305105568443	4.0550602017978e-05	0.00147062742046289
317	PFN2	1.76944594428171	3.86042570603459	4.08184574030125e-05	0.00147611204385694
318	IQCA1	2.66847558318235	-0.0416684443939921	4.0943817783413e-05	0.00147642707032666
319	RFPL2	2.70378257672806	0.32589081986275	4.1612067080882e-05	0.00149626117341683
320	SVIP	1.1684182623764	4.38377130310829	4.28148057178014e-05	0.00152381601230695
321	WSB1	-1.05775035683002	8.2422359341657	4.28289542184589e-05	0.00152381601230695
322	CAND2	1.53768869786361	2.8684359601446	4.28599589461385e-05	0.00152381601230695
323	IGHV3-33	6.44162119979825	1.13250591226568	4.34015507142356e-05	0.00153091671549083
324	SSBP3	-1.22488995087178	4.84167150300228	4.40489233426515e-05	0.00154868672985539
325	MTMR11	2.39246799497718	0.343446190286801	4.53661920654137e-05	0.00158317333233369
326	S1PR5	5.59544765434636	0.924551011243017	4.54050659427296e-05	0.00158317333233369
327	PPFIA4	-4.11475664336221	5.18553771295188	4.55761359516085e-05	0.00158477239763601
328	CDC42EP3	1.06552804207874	5.57805825370893	4.58184024007321e-05	0.00158883155941388
329	ZNF660	-1.63880779924972	2.76881398142821	4.61261052991704e-05	0.00159513146112459
330	SCARF1	-2.09019219113295	2.84966656962898	4.74788200435568e-05	0.00163743712613433
331	RAPGEF3	-2.04477058144693	1.56310377650932	4.83588156076512e-05	0.00166325415528816
332	SNCA	-2.5003923951736	1.7602226006337	4.93927269725627e-05	0.00168963174403169
333	PROM1	-3.78192012916434	3.57743942040975	5.06251767398015e-05	0.00172248081181631
334	TAGLN2	-1.28415146372693	5.10438644159001	5.0996736751278e-05	0.00173047103769685
335	SLC5A2	2.23016709290859	1.76804846945061	5.2026391693831e-05	0.00175599477245018
336	TTYH3	-1.10180365039624	5.69504574300227	5.22105076249762e-05	0.00175752232715246
337	PRTN3	-4.09939407942575	2.1592544857766	5.24300852467313e-05	0.00176023233147978
338	ACTN1	-1.36790512975527	6.77445154661399	5.33819362591061e-05	0.00178273131195648
339	LDOC1	2.61782521782145	1.87582827834111	5.36548244360984e-05	0.00178712924444131
340	MYO18B	-3.89406006569681	1.93699338569144	5.39115525707429e-05	0.00178799844987654
341	RPS26	-1.95335211946116	8.24463879883124	5.40784064764779e-05	0.00178799844987654
342	CD8B	-2.53632465615399	0.997388233534697	5.43872484160913e-05	0.00178799844987654
343	ZNF600	1.06515945109692	5.63819822518883	5.60085959973996e-05	0.00183178501172891
344	PLAGL1	-1.45803525721438	3.99363662331626	5.63166129860244e-05	0.00183711177980441
345	BMPR1A	2.54783009463231	1.68099444624468	5.74060775028736e-05	0.00186783733407165
346	FGF11	-4.0621054929124	4.2111636942668	5.78372637163522e-05	0.00187557582439813
347	ARPP21	-3.64753092815656	-0.746666288903465	5.7940281847173e-05	0.00187557582439813
348	VAMP4	-1.87544725397045	2.17684198863574	6.32737798543242e-05	0.00202236422125298
349	UBA7	1.04431760863302	5.99337428407151	6.59245888942342e-05	0.002096501310639
350	MEX3B	-2.92776432935519	1.54698365503571	6.7455256128773e-05	0.00213980244817514
351	TUFT1	1.52882344320607	2.36680603461873	6.80095533191803e-05	0.00214739199047792
352	B3GAT1	3.16414946936507	0.935138597827771	6.80338301478743e-05	0.00214739199047792
353	CABLES1	-3.41419021143671	1.76263119544952	7.06255470025299e-05	0.00222365061793786
354	ZNF229	-2.31538858655232	3.06628277651005	7.27974054186271e-05	0.00228634431856964
355	ASIC1	-2.6340771359411	1.30256004758348	7.38514969631855e-05	0.00231370890362138
356	CCDC180	1.18859414463817	3.96826586544656	7.42419988179742e-05	0.00231875734029954
357	ZNF585B	1.48850692008036	2.52806446861714	7.68167312005934e-05	0.00238418403079093
358	H2AC6	-1.78801112527803	5.21421433953334	7.70900352285527e-05	0.00238418403079093
359	AMN	1.54590504724626	3.08735261923456	7.72312121849003e-05	0.00238418403079093
360	KANK2	-1.53601302760683	2.24345352371671	7.90329609052338e-05	0.00242694287947057
361	C21orf91	2.23404603653838	1.98457007950451	7.94537458577717e-05	0.00242694287947057
362	NPM2	-2.91989914316389	-0.27247591629324	7.957184190145e-05	0.00242694287947057
363	PFN1P6	2.92564647693696	-0.780337630124573	7.95750410824278e-05	0.00242694287947057
364	GRAMD1B	-1.30604834513457	4.3872361623801	7.99118006606803e-05	0.00243135495423613
365	TRIM59	-1.37059979432716	3.09807692436747	8.02415368876709e-05	0.00243281956516772
366	ADAMTS10	-1.25936578759807	7.12237739644486	8.03443610839937e-05	0.00243281956516772
367	CAMSAP3	-1.88732065436119	1.21837956870035	8.18280739609636e-05	0.00247183277356543
368	LRRN3	-1.43152062483932	10.0220701194897	8.25439380368597e-05	0.00248752053269651
369	SLC2A1	-1.55812821048185	7.08650675071778	8.39018611826564e-05	0.00252243671493796
370	PKD1P4	2.40660416285638	4.30555124609769	8.61312157694063e-05	0.0025772170165328
371	VWCE	-2.24189855198819	0.77516673687357	8.67076363471032e-05	0.00258834564444643
372	PTGIR	-2.26919539020223	2.85805622498378	8.84709238574504e-05	0.00262858329404636
373	MANEAL	1.94259813738987	0.489811267686247	8.90711881569588e-05	0.00264022020726611
374	GSE1	-1.08515369662439	5.90333523340489	9.00414862251955e-05	0.00266274554007547
375	PPFIA3	1.57930601909527	2.00955794539548	9.12313889125285e-05	0.00269164496378991
376	GAREM1	2.20574731328875	-0.287107733940646	9.19765529013177e-05	0.00270271031330528
377	ANKRD42	1.24826736031535	3.81703588296328	9.203351070827e-05	0.00270271031330528
378	BCAS4	1.33701805912295	4.5836507196953	9.41196922916379e-05	0.00275757626235014
379	TIMP2	-1.99249597758056	5.27007987090695	9.46839786513281e-05	0.00276770235055395
380	RPS6KL1	1.55973554624027	2.44868291857992	9.58791526943721e-05	0.00279618072731029
381	ANKRD33BP1	-2.59572880293474	1.3957120137752	9.74669324838884e-05	0.00283595164241052
382	JCHAIN	6.80582665634419	4.17342009218361	9.79177746365168e-05	0.00284253503113393
383	DOK3	-2.3540746557845	3.31518162009909	9.84813010824002e-05	0.00284550622457984
384	XKR6	1.54929272063863	2.29188815632903	9.86454623987169e-05	0.00284550622457984
385	HYI	1.1988293504943	4.65492455023668	9.90360016427086e-05	0.00284886061998128
386	LAG3	2.38722481684231	0.573061196349693	0.000100380346799122	0.002880984239085
387	RTKN	-2.97319807139877	0.107497910485595	0.000102498508504353	0.0029351213170579
388	PAWR	-2.03765055071485	1.70707114220113	0.00010415128926875	0.00296901546908687
389	GAS7	-2.05748660840545	2.51087966494393	0.000105768003665875	0.00300832724134603
390	EOGT	1.49811893515964	3.4968641155767	0.00010718342407448	0.003041750220876
391	PAK1	-1.64514424664652	4.74235222183971	0.000107772097111005	0.00305161394437133
392	NTSR1	-2.75342175614644	2.87971987776792	0.000108933077903043	0.00307135357287871
393	USP53	1.61196682165547	6.12451309932432	0.000108954551175045	0.00307135357287871
394	PLOD2	-2.19657360501436	2.24758044302551	0.000109737910544721	0.00308656163058786
395	PI16	-1.90597595441007	1.08812669356476	0.000111460552488398	0.00312806255619879
396	TRIO	-1.66445365597449	3.95999543825338	0.000114025193753968	0.00318590922150989
397	CST3	-3.63021546797762	1.510347674925	0.000114440841524102	0.00319047958407611
398	COL6A1	1.62531197178954	3.46303963485115	0.000118164509752181	0.00328705098886453
399	GPSM1	-1.10693416649521	4.32515976462445	0.000120364071773988	0.00332430747933921
400	CKB	-2.61322818378635	2.6520607723968	0.000120554407285826	0.00332430747933921
401	NUP62CL	-1.64253093862084	1.21095010192255	0.000121420062527349	0.00334089941610578
402	CDHR1	-2.5672538580817	0.912787146054776	0.000122560042154767	0.00336495109230562
403	MTHFD1L	-1.50740965937557	4.58725492010193	0.000123173358858091	0.00337447013650835
404	SAMD13	-2.86074755055507	0.555417270363628	0.00012483140018624	0.00341250762884932
405	SP140	1.5989336423728	4.58946417189892	0.00012535698091718	0.00341948988678609
406	CORO1B	-1.22493764134073	5.65679027529695	0.000125638948986439	0.00341981113402444
407	PEAR1	-2.52274912272485	2.13342345687275	0.000130079425090926	0.00353308000724432
408	CASP1	1.39992777161168	4.46157940621227	0.000131713595488721	0.0035698050922928
409	PGK1	-2.00709086956089	9.41102278202525	0.000134492886447671	0.00362958734278928
410	AMOTL1	-1.70547116483217	2.0145240104205	0.000135521756676559	0.00364957207288341
411	IGLV3-1	5.52705976543786	2.92187741840674	0.000136088277905454	0.00365704741708986
412	ID2	-1.06230908010053	4.53554945102236	0.000138901720604879	0.00370902759007584
413	EXTL2	-1.45709000104656	3.35347245637792	0.000140166046133108	0.00373490872822474
414	LEFTY1	-2.67516331373366	-0.441273501962006	0.000141515043089083	0.00376115529681199
415	LRP5	-2.4101300599417	2.54220536923116	0.000141745364350108	0.00376115529681199
416	MAPRE3	2.74102394217684	1.84333801321875	0.000144576863617678	0.00382826226529068
417	FAM210A	-1.13612217462856	4.9317248707544	0.000145326964851436	0.00384009059316207
418	AFF2	-2.8685466021617	2.93300384597813	0.00014829736466767	0.00391041613458063
419	EPAS1	-1.89748260255659	0.991419041141311	0.000150038688794099	0.00394810745128256
420	ZNF160	-1.27384771511451	7.41388246706132	0.000150401219908237	0.003949436183358
421	LRATD2	1.31870008712546	3.56429968978087	0.000155460393014136	0.0040654177569833
422	LRRC7	1.6278890350331	2.63100467936326	0.000157992796048812	0.00412312333936044
423	JADE3	-2.0310599545392	2.03415303724842	0.000165234106417558	0.00429439031812533
424	FLVCR2	2.84061117664187	0.0881145994354705	0.00017567892549919	0.00451779794947744
425	IGLC2	5.82119396422998	7.24930992735194	0.00017597174599766	0.00451779794947744
426	PDK1	-1.838557825381	6.11387006550969	0.000176760487056711	0.00452603273667734
427	SCPEP1	1.72753396162028	3.15749704903761	0.000177007679912719	0.00452603273667734
428	TRO	-1.47577010196929	3.1559510917948	0.000177627530516468	0.00453272510836077
429	KIF15	-2.05643279107502	1.24833351274321	0.000178300082804172	0.00454073269225837
430	CALCRL	-2.42171612795879	1.834510582646	0.000178847939611569	0.00454553889892296
431	GIMAP1-GIMAP5	1.03833225979195	7.43809763012219	0.000182064099954122	0.00460460530555586
432	CHRNB3	-2.49449338300774	0.148388657692398	0.000182382717554993	0.00460460530555586
433	CCDC106	-1.29550789244758	3.52846097929858	0.000182584228265102	0.00460460530555586
434	NHSL3	-1.90298435564416	2.7868673847317	0.000182627152041482	0.00460460530555586
435	DYNC2H1	2.07764747123212	0.662882852996947	0.000185374151357198	0.0046553187177144
436	FGD5	-2.49632481953763	1.74460327251422	0.000186940502464796	0.00468535829642955
437	COL4A5	-2.20904380696231	0.49764319850407	0.000187597308794406	0.00469252793954703
438	LDHAP4	-3.0059504811789	4.44031641329308	0.000190792051830746	0.00475365157484596
439	TESK2	1.13184976891911	3.94186760344048	0.000196723385104039	0.00487265730971002
440	HEATR9	3.13212554132727	-0.132027832010747	0.000205766718888913	0.00507678238007207
441	LAMB2	-3.02682921448244	1.00253686252229	0.000207557014519102	0.00511099053067759
442	IGLC1	5.85534736456897	5.49128668052431	0.000211420043911461	0.0051812415905606
443	RP9P	1.91425938140166	1.55303652101772	0.000211637979167246	0.0051812415905606
444	THAP8	-1.72666867225424	2.74524720495771	0.000213540545818067	0.0051976590161909
445	IGHV4-34	4.21110522464503	1.45454065142422	0.000216001073944805	0.00524745795186065
446	GYG1	1.06384260804448	4.65785621630197	0.000218015882668217	0.0052862586722828
447	CDC40	-1.40381155001003	2.60562613207288	0.000219226118995333	0.0053054397478469
448	SLC8A3	-2.79815568930188	0.959568392306578	0.000220640983349412	0.00531354772239194
449	GRIN2C	-2.52754752530911	0.161956327828833	0.00022124039264443	0.00531354772239194
450	MLF1	2.2798075319224	-1.01711699834568	0.00022267249004039	0.00533781383795684
451	GGT1	-1.34031611080013	4.13236564836593	0.000227543651185243	0.00543399998688985
452	SUCNR1	-2.57020320733681	-0.184495962695948	0.000228860642296792	0.00545515847372975
453	IGFBP7	-2.12742316903592	2.45447974325381	0.000230627677206177	0.00548694456841839
454	TPCN2	1.21083598382573	3.99761110997799	0.000235537279287602	0.00556193161183428
455	GALNT2	-1.33247417736181	3.59003196468535	0.000245388607258501	0.00578376834650064
456	ZFTA	-1.18954329866124	4.60450819708961	0.000247412079209604	0.00582062209397017
457	CBFA2T3	-2.67162066089146	3.78184300553751	0.000249512520232173	0.00584829623810855
458	C17orf67	1.64995925751319	1.85037373100301	0.000253637445830515	0.00593399103858933
459	DHCR24	2.15760173598316	1.8613075611773	0.000254941991420932	0.00595350698416004
460	ATXN1	1.3260331979695	3.61968340194125	0.000256028635416006	0.00596433741617414
461	PRR34	1.70863684501092	0.721833794245597	0.000256348230575866	0.00596433741617414
462	IRF6	2.22106394814672	0.0412898590327202	0.000261905361524308	0.00608245167121681
463	B4GALT6	-2.38478312126627	1.94769002571656	0.000262993251165864	0.00609653036631198
464	IFT140	-1.18325880047451	4.13624339516355	0.000264287774785602	0.00611533887652899
465	ANKRD9	2.12130475101728	-0.106102126731746	0.000272538463091438	0.00628975531173627
466	CLIP2	-1.52178810167062	4.41054922440574	0.000273247224794773	0.00628975531173627
467	CIITA	-2.63464232263288	3.60617148255688	0.0002733163799838	0.00628975531173627
468	ELOVL7	-1.98896979723075	0.320046581545794	0.000280356929955193	0.00640478588990333
469	STAB1	-2.40042938657931	1.78108874918207	0.000280845079315505	0.00640478588990333
470	MST1P2	1.20516503006532	2.95818065608008	0.000287527137209276	0.00652191931121471
471	CMKLR1	3.78846705183452	1.06485325570371	0.000302800351972832	0.00680736066593274
472	TTPAL	4.15187374274946	3.39750404893296	0.000309011973802583	0.00693468892272925
473	ELMO3	1.28779146258434	3.95493574071045	0.000309762748440016	0.00693923381770847
474	PRXL2C	1.34103464259937	3.43996446481199	0.000311169570782142	0.00695843331694272
475	SGIP1	-2.53618955355235	-0.844533920675658	0.000316815646601803	0.00705974584337855
476	TMEM191B	3.76904340367262	1.59744641720336	0.000318403437449483	0.00708265783444308
477	FRMPD3	2.49512621408268	-0.269678229504671	0.000323619470297061	0.00716092943277955
478	PLD2	1.02741149110608	4.3424103951782	0.000326837309264169	0.00721951103552632
479	AFDN	1.54371040542973	3.55305933367018	0.000331480425925416	0.00730931663926478
480	AZIN2	1.21417574476577	3.63588325925393	0.00033261910977548	0.00732166969117957
481	GRAMD4	-1.0999899572836	4.68721975811785	0.000337992827880184	0.00741416849649824
482	DPPA4	-1.63916772291754	2.60882495609911	0.000340214328926888	0.00743563545141417
483	PDXP	-1.30482131668055	4.7866505683494	0.000340614742592181	0.00743563545141417
484	RHBDF1	-2.07999047376091	-0.280038340349489	0.000340733867568952	0.00743563545141417
485	OSBPL6	-2.23171513330233	1.29318263307111	0.000351747153118734	0.00762339677572571
486	PLEKHH2	1.90571891848697	0.456396064524217	0.000365312697744769	0.00787693835665338
487	HDGFL3	-2.14596708268184	2.84459735457132	0.000372168989399412	0.0080111273789598
488	POC1B-GALNT4	-3.58298752302546	1.19930327479249	0.000373668124213184	0.00802871114013977
489	MAP3K20	-1.50866003588003	2.67180861469485	0.000374254528931221	0.00802871114013977
490	ASB13	1.29883065597077	3.3876460936665	0.000377557352211214	0.00808586024862494
491	PCYT1B	-1.95524606152549	1.30153453238576	0.000383178824042928	0.00817857398973245
492	BTD	1.10170975553917	3.5874682990769	0.000388636617912278	0.00825807855711311
493	CATSPER2	1.10446983520093	4.04963669205071	0.000388861090308873	0.00825807855711311
494	FSCN1	-2.95357383015204	3.36310656252817	0.000390537420978375	0.00827978582466213
495	EIF4E3	1.10546536039295	5.78261233478939	0.000394272817176691	0.00834500175084511
496	TMEM163	-2.22960798805144	0.363275944680403	0.000405375585165379	0.00853716935347454
497	ARHGDIB	-1.91355586545544	7.53192171495077	0.00040870624864237	0.00859301493200411
498	LDHAP7	-3.70081131991775	1.32201251499639	0.000414120535311056	0.00867801923084774
499	IGLV1-51	4.27380907641086	3.1001086060201	0.000415457645221798	0.00869164862078065
500	CACNA1H	-2.56598909408536	3.07489721253058	0.000416980218489372	0.00870910664260723
501	IGKC	4.67683553633114	8.06103966338525	0.000421414503598105	0.00877276870401516
502	ITGA10	1.6411748365137	4.20928998564229	0.000423071105976364	0.0087927930843068
503	CCDC39	1.22299959903532	2.56317906293983	0.000438897260814143	0.00907699776164152
504	ST3GAL6	-2.07737927561145	2.839143921528	0.000445411258041564	0.00917645722241642
505	TCIRG1	1.00847236993317	7.25584840208582	0.000445881424649293	0.00917645722241642
506	RIPOR3	-2.77183400143208	3.39069467363907	0.000456183522966687	0.0093336082424997
507	MRFAP1	1.0057469467971	3.94661867961689	0.000461038424353849	0.00941187635007528
508	TYMS	-1.96207780668522	3.71876681687299	0.000464326847534156	0.00945355726791195
509	CPA5	-2.6221550660526	-0.29839967889148	0.000464573960704846	0.00945355726791195
510	TPRG1	2.97409019182221	1.26392299161005	0.000469708991035652	0.00954270738288643
511	FCGRT	-1.01833436872489	5.95142494455031	0.000470629455221859	0.00954608495952415
512	DDX60	2.75108940692514	-1.26706208263331	0.000474416731344222	0.0095921606527537
513	ZNF112	-2.3030506542359	0.100030342825303	0.000480094499597835	0.00969147700384338
514	AURKC	-1.57658186060419	0.499676986292374	0.000482537649252966	0.00972528507419552
515	SLC23A2	3.35655129170551	3.73300169179036	0.000495460912047697	0.00995404565680588
516	IGKV2-28	6.0453425135271	2.16452437385886	0.000497474626659654	0.00997866299466124
517	ZNF610	-1.3648116986436	2.58943080408627	0.000510062875272923	0.0101859319609592
518	KDM3A	-1.05024048988703	9.26121672729342	0.000510185636527826	0.0101859319609592
519	BAG2	1.03596579652577	4.61070851574519	0.000510222079738337	0.0101859319609592
520	PYGL	-2.2794174900732	2.92710392474068	0.000513441512057638	0.0102340617608087
521	TPTEP1	-1.26234519973564	3.42656508917667	0.000517829194737994	0.0102891116448961
522	SPSB2	3.05519810968501	4.60457634575856	0.000522977427112532	0.0103751180171839
523	LGALS9	-1.52287998344719	5.12622003227086	0.00052404693570528	0.010380065829768
524	ZNF117	-2.76804394509361	-1.03076713229267	0.000525505114800802	0.0103926847469277
525	DOCK1	-3.5330568319655	0.779792435684348	0.00052832154700247	0.0104320839631985
526	ADCY6	-2.2292141536776	2.7406594004715	0.000532477026549117	0.0104928017762037
527	ZNF417	-1.39791637282575	2.72933382574068	0.000533054558117957	0.0104928017762037
528	LRP10	-3.13533586110282	0.665865304815979	0.000547177220221754	0.0107540715471223
529	TRIM22	1.33837179904074	2.20628715083644	0.000569988031703279	0.0111380976723908
530	PSMA8	-1.84656746759868	-0.0351732356034662	0.000571758619472879	0.0111506145557292
531	DCTN6	-1.32115006407098	4.15644035543609	0.00057695448806542	0.0112346353160677
532	CBX8	-1.64817330044324	0.788473823713395	0.000584763333916203	0.0113692004875229
533	HDHD5	-1.00096816646219	6.80829134386471	0.000588179672550239	0.0113876558464568
534	MLC1	-3.61929485663972	4.43427907958079	0.000588411702898216	0.0113876558464568
535	NT5M	-1.69681030685635	1.76094423304977	0.000591997240955062	0.0114395558454477
536	IGLV2-14	4.30580543411393	3.08858288897066	0.000599953809744074	0.01157563318587
537	STARD5	1.26389411168005	3.11753057365098	0.000613504080163392	0.0118190580557505
538	SPTA1	-4.0271041377652	0.406396433174574	0.000616422389791197	0.0118572312881264
539	TPI1	-2.08767977223878	7.08696219653067	0.000641480610552175	0.0122832376516776
540	ARHGEF40	-2.60662277563486	1.05965516799466	0.000642768765720203	0.0122893115826595
541	SCAI	-1.99190588593128	-0.133427563021693	0.000648407931221962	0.0123597879299343
542	RXRA	-1.28603023419394	5.31285333657957	0.000652317716023583	0.0123975895029537
543	CLEC3B	-2.6829666600503	0.434337251089283	0.000653113186748296	0.0123975895029537
544	HSPG2	-2.15686435215045	4.17844007106883	0.000653329556646133	0.0123975895029537
545	DPY19L2	-1.70007254859453	2.91344489457007	0.000655916712243504	0.012428050639021
546	NFATC4	-2.78396375862786	-0.449131602389924	0.000657108408431628	0.01243201961961
547	RBM11	3.08061156273809	3.21412576484759	0.000659626766995663	0.012461038790842
548	RADIL	-2.39421665679742	0.530563736418576	0.000679558968186685	0.0127613914841823
549	WFS1	1.2661754528667	3.12973300335697	0.000687465495397256	0.0128716727444424
550	GPI	-2.07933378034183	5.78933739077196	0.000698881267789675	0.0130660859769777
551	IGLV3-19	3.14805736690049	1.58580316547266	0.000712057010179439	0.0132755151258395
552	CD7	-1.19068360312575	3.68811627815076	0.000712180988421034	0.0132755151258395
553	PLEKHA3P1	2.18158919656074	0.229066983070092	0.000716829919867084	0.0133425239643495
554	EDEM3	-1.08890680812355	5.16687852776082	0.000725354466328257	0.0134813678125062
555	LAMC3	1.86665280298014	0.347640168243176	0.000733220600161473	0.0136075852437592
556	LYNX1	2.8085523148286	0.236151789889855	0.000752029624230833	0.0139362210159439
557	ZNF483	1.34600782691465	1.35214626488066	0.00075546272411237	0.0139793738290793
558	BMP2K	-1.33023294409098	2.74112539097087	0.000766479256998215	0.0141320252299467
559	P4HA1	-3.15603900911453	5.32350401294668	0.000767061810300498	0.0141320252299467
560	TRGV2	1.52919821912827	1.79769855840976	0.000779635898543643	0.0143220516498122
561	SPDYE16	1.14687937620795	4.58435399456688	0.000782161691696348	0.0143348397054189
562	CACNA1C	1.45898902718105	1.73785313861744	0.000782600476925372	0.0143348397054189
563	HHEX	-3.29267834419154	2.03594897293719	0.000785637101719943	0.0143696658908516
564	WEE1	-1.35857496317845	2.69637164759742	0.000786780493448086	0.0143698134279544
565	LIMS2	-1.43665345381664	4.6527781599423	0.000792529797755676	0.0144539620319792
566	CAPS2	1.1402259401039	2.79657948889375	0.000793865447276247	0.0144574891599647
567	SEMA7A	-1.57266217042318	3.6785733436147	0.000805604278721244	0.0146501916031247
568	GAR1	-1.41978362387062	2.71906874741482	0.000831377700878574	0.0150540022317884
569	TCERG1L	-3.1500672184207	0.630752877345087	0.000856462555014179	0.0154419466649779
570	ZNF280B	1.22947110170483	1.88650230505589	0.000858870702381196	0.0154633378094435
571	TAF5LP1	1.9289917033384	3.67492335935307	0.000869926231803473	0.0155958304758308
572	STRC	1.40309388812175	1.92798092508516	0.000873176930666057	0.0156201472670337
573	IGLV2-23	4.35769794619923	2.19623017709961	0.000874676073507526	0.0156201472670337
574	VPS41	-1.40717717230932	3.37067989363215	0.000876169951422647	0.0156201472670337
575	SEPTIN4	1.71158748367231	1.47143957217839	0.000877001751411974	0.0156201472670337
576	TMEM14EP	2.6399073724876	0.89695599287489	0.0008853249932695	0.0157160707430744
577	RPL23AP1	1.89110242386065	2.04038493440884	0.000890511986457923	0.0157860087011175
578	PPM1N	1.41467096020491	2.99176631510194	0.000897918490055256	0.0158950410190621
579	STARD8	-1.43997575609454	2.31079978343106	0.000906171444913808	0.0160187318132319
580	MDK	-1.62055011090787	1.55102669437896	0.000908422273495362	0.0160240968750894
581	FAM91A1	-1.11240546376642	3.32308780939641	0.000909006996627495	0.0160240968750894
582	TAGLN2P1	-2.25177038212442	-0.318657871880202	0.000918502519532862	0.0161689657715263
583	RMI2	-1.38372145323991	1.04419645825316	0.000946205657680196	0.0166105577175583
584	DENND2C	1.29845544458531	1.87149383131429	0.000946212539650747	0.0166105577175583
585	CIART	-2.88285511573923	3.63679368336704	0.000965625048594061	0.0169044484648064
586	KCNC4	1.17362544674419	5.15106554899792	0.000967746928476612	0.016918194576973
587	GJB6	2.47709551671515	-0.925220700039186	0.000970871910907501	0.0169494148639396
588	ACAT1	1.01274179393096	4.23681790887988	0.000976759383956175	0.0170287100864095
589	CALHM6	-2.6475899481485	2.40769728522975	0.00101009713398583	0.0175275304635789
590	SPART	1.03619004640139	6.36490930088662	0.00101091074017639	0.0175275304635789
591	PLXDC1	-1.12860523074198	6.00510566247644	0.00101929054195108	0.0176330743445312
592	KIAA1328	1.06312756252706	5.30641010714741	0.00101978434227675	0.0176330743445312
593	NUDT16	1.43067345369737	1.906181950067	0.00102500857695899	0.0176992272286083
594	NBPF2P	1.3526576936095	1.47991718826681	0.00103055629732871	0.0177658387018216
595	ZNF334	-1.9160418313013	1.1557091221662	0.00103167349655043	0.0177658387018216
596	ATG4C	-1.12707111419495	4.31194632003647	0.00103542059742199	0.0178061392684377
597	TAL1	-2.27189118907207	3.98630654082267	0.00105236543888214	0.0180372476841819
598	TAF5L	1.18768710554268	2.88635636534446	0.00105317872282209	0.0180372476841819
599	DMTN	1.59098736807426	2.99987135499211	0.00105688623214836	0.0180526437790848
600	PRG4	1.44222939120992	1.07934410920213	0.00106113633326521	0.0181008120891345
601	SYN1	-2.94274437914769	2.87337558443849	0.00106759896444787	0.018162096899216
602	HLA-DMA	-1.63853836674584	4.98785804805583	0.00107011932506382	0.0181805373118561
603	PRSS57	-4.06667029617677	3.04775154172056	0.00108217855851346	0.0183361901139289
604	FAM153A	2.64561034546692	3.49214050362831	0.00108982638686502	0.0184410863349607
605	RUNX2	1.10410651426584	5.46991826915396	0.00109954211049856	0.0185806468525772
606	NCSTN	-2.09086033028276	1.68017156667497	0.00110629728424147	0.018664124233321
607	PCNX2	1.04546968585126	4.83963793845903	0.00110852073071577	0.018664124233321
608	SLC18A2	-2.75344294515134	3.25386373042417	0.00111445498542528	0.0187077675736443
609	UBE2E2	-1.17792319556184	3.79795891825093	0.00112545499854526	0.0188673959160097
610	SLC2A3	-1.4468265234442	4.99193380602735	0.0011340095225393	0.0189856594269576
611	SPAG1	1.59154445010068	1.36772534450434	0.00116941402571184	0.0195010188714555
612	P3H4	1.36132111966166	2.68884676426983	0.0012023655223779	0.019997819207276
613	SLFN12L	1.21834690734086	3.77926421926924	0.00122707574816704	0.0203020885549677
614	ATP8B4	-2.6255228553583	3.85649864398658	0.00126858291499516	0.0209340990288053
615	CHST15	-2.56419603943605	2.74112001343627	0.0012846247329683	0.0211436869248111
616	KLHL26	1.98260298316197	-0.657632075791196	0.00129841930468096	0.0212897276133896
617	ERG	-2.70953634208329	3.74869199586465	0.00130022591808092	0.0212897276133896
618	MYZAP	2.55506046393712	1.35054674331201	0.00130949008347017	0.021351790838097
619	ZNF285BP	-1.66307826252666	0.0079806507927893	0.00131061632119927	0.021351790838097
620	LDLR	1.54108348288778	2.50060215786023	0.00132355220513409	0.0214771798210028
621	SMAD7	-1.04851424524755	4.88811433341046	0.00132681244027927	0.0215025160776116
622	ADTRP	1.24833124285069	4.2016968605617	0.00136061765596771	0.02196599192804
623	SLC7A8	-1.30698927658058	2.65153559119664	0.00136357272738328	0.0219856560643187
624	BCL7A	-1.78524543167539	3.85382489711015	0.00136759355398249	0.0220224320772982
625	MEIS1	-2.89960342567206	3.07695671922535	0.0013748705869442	0.0221114828703339
626	MS4A2	-1.89810630349586	2.04153926773038	0.00139323636936024	0.0223500541533493
627	RPLP0P10	-1.77401997836607	-0.46379692833297	0.00140505403277925	0.0224335685123935
